Class_0,Class_1,Class_2,Class_3,Class_4
0.0038054236833700308,0.6373297725900802,0.3415571569933762,0.01726616563156093,4.148110161270428e-05
0.00014411395296068751,0.0004627877859878941,0.33583133521340414,0.6629268423743004,0.0006349206733467997
0.00019442433038880446,0.00020671378962854728,0.7936777550829067,0.20590714833837553,1.395845870033183e-05
0.00022985647803408255,0.00018045626901160846,0.024152580338116587,0.9754275924370829,9.51447775494193e-06
0.0001369415869115285,0.0005723646620396396,0.06646855503153953,0.9295035540997745,0.0033185846197348345
0.0036085738451463903,0.06292688442534797,0.48494248116425354,0.4477467820025523,0.0007752785626996133
0.7733602406178515,0.21387841779664837,0.012452445009656102,0.0002924573877542892,1.643918808969898e-05
0.005447963415662356,0.928992297323087,0.06481499941058519,0.0007274902968240312,1.724955384146234e-05
0.0005051744279980117,0.8432735686759235,0.15610761167528303,0.00011240166345722724,1.2435573382199648e-06
0.019463333771917987,0.9502045593725581,0.03011704435992395,0.00021399089418940945,1.0716014105525391e-06
0.0026553529236267243,0.5731171618060473,0.4233802699698104,0.0008364621798566315,1.0753120658757303e-05
0.0890791045582115,0.8441776984517846,0.06541161452176994,0.0011537286577714026,0.00017785381046272114
0.34089762327566286,0.49457377150972975,0.16361560235996428,0.0008825250012146167,3.0477853428292638e-05
0.0002660144980641292,0.10932920499589252,0.8884157556581936,0.001966599116869714,2.2425730979939078e-05
0.7359695410481387,0.26043799513769184,0.0034818697538397587,4.636797005397711e-05,6.422609027577189e-05
0.8361584796333458,0.15923962802415673,0.004519955183554591,6.177525789843257e-05,2.016190104438582e-05
0.8430090050392013,0.15143874971202442,0.005415514364278064,0.00012759486266019225,9.136021835953246e-06
0.9535705379248715,0.04573124684062981,0.0005419294390910823,0.00014944883951311,6.836955894739398e-06
0.9786213065026202,0.018471653197861208,0.0028621011498860464,3.795354842985784e-05,6.985601202621599e-06
0.034724218655250355,0.9353345365819289,0.029924868784731436,1.5664930420026127e-05,7.110476691466322e-07
0.6814106161593546,0.297452727611832,0.02091334341350186,0.0002161786312118621,7.134184099480338e-06
0.984166700165017,0.014747533238069358,0.0009723112808888819,0.00010618848170768032,7.2668343170856565e-06
0.0001609453242890051,0.001184218182983277,0.33632006368791584,0.6615462179245293,0.0007885548802825591
0.0007963544332496506,0.012856141517634785,0.5079605060871034,0.47828905238208236,9.794557992976626e-05
1.0940360651690802e-05,1.891970254487687e-05,0.0009077750685708212,0.05717010764146159,0.941892257226771
0.0002503057787924344,0.016999853072222553,0.7958505609256775,0.18685911720232137,4.016302098619074e-05
