P_None,P_Low,P_Med,P_High,P_VeryHigh,RowId
0.9944991588592529,0.00318173891864717,0.0010782443219795822,0.0007548443740233779,0.0004860280256252736,1
0.018900150805711745,0.5270562410354614,0.43303985595703126,0.015792461484670638,0.005211311299353838,2
0.9957286715507507,0.0028496456099674104,0.0007538299541920424,0.0003919958020560443,0.00027584897470660507,3
0.0028200936503708363,0.005330616608262062,0.35593198537826537,0.6327665090560913,0.003150775609537959,4
0.31152128875255586,0.526432991027832,0.15284009873867035,0.0055488752201199535,0.0036567531060427427,5
0.0021412096451967956,0.05332653671503067,0.9093085408210755,0.03333463743329048,0.0018890564562752843,6
0.04980263113975525,0.24444589614868165,0.6695307731628418,0.02720281295478344,0.009017888642847537,7
0.0029628620482981204,0.15510084927082063,0.7980123043060303,0.04171747043728828,0.0022065076511353253,8
0.5086218833923339,0.43211604952812194,0.03923431970179081,0.006512592267245054,0.013515168614685536,9
0.0034484957810491323,0.08370442539453507,0.8755834579467774,0.033471927791833875,0.0037917079403996467,10
0.9037423014640809,0.08776501715183258,0.004252218315377832,0.0024893392343074082,0.0017511128913611173,11
0.9937024593353272,0.0036692666122689842,0.0012937258696183562,0.000864066241774708,0.00047049701097421346,12
0.00281480154953897,0.020843766629695892,0.8805100440979003,0.09048889577388763,0.005342497676610947,13
0.003075525164604187,0.005858642794191837,0.3287996888160706,0.6590767979621888,0.0031893580220639707,14
0.00442032590508461,0.011234134063124656,0.41022069454193116,0.5674967288970947,0.006628117430955172,15
0.0031317361164838074,0.006130354478955269,0.11855046674609185,0.8547211647033691,0.017466275207698344,16
0.8215604782104492,0.16819133162498473,0.0055103830993175505,0.0027950698975473644,0.001942766737192869,17
0.0034842101857066156,0.00783330537378788,0.14810186475515366,0.82709242105484,0.013488183170557022,18
0.012797792069613933,0.42848898768424987,0.5416529774665833,0.013456787168979644,0.003603439452126622,19
0.8999330520629882,0.09156733602285386,0.00475340224802494,0.0019078626530244947,0.0018383662216365337,20
0.9933291077613831,0.004947541188448668,0.000989227625541389,0.00044114828342571854,0.00029297184955794363,21
0.49832518100738527,0.47329018712043763,0.022896286472678183,0.0030627279542386533,0.002425606455653906,22
0.04656180813908577,0.5763014912605285,0.35949795246124266,0.013695525750517846,0.0039432046469300985,23
0.9932352423667907,0.004795373510569334,0.001183490443509072,0.0005023841164074838,0.0002834824786987156,24
0.0023104573134332894,0.01885118018835783,0.9283042788505554,0.04855229109525681,0.001981832948513329,25
0.012879413552582264,0.03646695539355278,0.7775900602340698,0.16699384152889252,0.006069712433964014,26
0.0015130519634112716,0.002689464204013348,0.2888238787651062,0.7035042643547058,0.003469307720661163,27
0.994303560256958,0.004182522324845195,0.0007722197100520134,0.0003991344477981329,0.00034254678757861257,28
0.9951274275779725,0.0034773827530443667,0.0007275196316186338,0.00040898064617067575,0.0002586672315374017,29
0.003276479756459594,0.00613244492560625,0.028507911413908005,0.9317538261413574,0.030329332500696183,30
0.9471941828727722,0.04401067402213812,0.0044955462915822865,0.00312309879809618,0.0011764829279854894,31
0.07631921693682671,0.747964060306549,0.1657363712787628,0.0072156056761741635,0.0027647397015243768,32
0.0022852882510051133,0.005050399154424667,0.008331672847270965,0.13520387560129166,0.8491287946701049,33
0.003902434324845672,0.22116270959377288,0.7561450481414795,0.01659545339643955,0.002194353332743049,34
0.5274087429046631,0.28949748277664183,0.16634139269590378,0.009588334057480098,0.007164028752595186,35
0.358946704864502,0.5844131469726562,0.05058679804205894,0.004350815108045936,0.0017025403445586561,36
0.0063178522512316706,0.29338486194610597,0.6317101836204528,0.06477519124746323,0.003811910701915622,37
0.0014676174847409128,0.002636311762034893,0.27942813038825987,0.7124102115631104,0.004057739581912756,38
0.0020271375309675933,0.004635814856737852,0.3903493344783783,0.5984988212585449,0.004488888010382652,39
0.9931832909584045,0.004971068585291505,0.0009472891455516219,0.0005227296380326152,0.00037563486257568,40
0.7065842866897583,0.26867394149303436,0.019970241002738476,0.002522222651168704,0.002249321900308132,41
0.9961554527282714,0.00270695686340332,0.0005585171398706734,0.0003327274927869439,0.00024632330168969927,42
0.0027413535863161087,0.006162514630705118,0.36905341744422915,0.6165996789932251,0.005443009547889233,43
0.0011370789958164095,0.0017963602673262357,0.005982895102351904,0.36990481019020083,0.6211788415908813,44
0.002001149859279394,0.006385895144194365,0.15031807869672775,0.782689344882965,0.05860552676022053,45
0.013345506601035595,0.5559065103530884,0.39919625520706176,0.02761773280799389,0.003933999082073569,46
0.002290834044106305,0.33457125425338746,0.6496291995048523,0.012221458368003368,0.001287245866842568,47
0.414905309677124,0.500482976436615,0.07420920506119728,0.007097611669450998,0.00330489631742239,48
0.0069011785089969635,0.5361949682235718,0.44081259369850156,0.013917027600109577,0.0021742460085079074,49
0.31197187304496765,0.6585065007209778,0.024189989641308786,0.003407937055453658,0.0019237141823396087,50
0.0074044098146259785,0.15755121111869813,0.7059841275215148,0.12269162982702256,0.0063686083070933815,51
0.0029825842939317226,0.108988818526268,0.8674423456192016,0.01940993722528219,0.0011763223446905613,52
0.0057333530858159065,0.009656265098601579,0.2316987156867981,0.7433623909950257,0.009549305681139231,53
0.004597306717187166,0.00980520024895668,0.7173383355140686,0.26284017264842985,0.005418993998318911,54
0.8625620484352112,0.12624543756246567,0.008354353345930576,0.0015929762506857515,0.0012451828457415103,55
0.00241908710449934,0.005089449137449265,0.12118705958127976,0.8056788921356202,0.06562552563846111,56
0.0014860626775771379,0.0042193660512566565,0.022319368831813336,0.07917447164654731,0.8928007483482361,57
0.0020667169475927947,0.003457986796274781,0.044740228354930876,0.9193673610687256,0.030367721617221833,58
0.003386034769937396,0.006667743902653456,0.01702814791351557,0.5650161862373352,0.4079018831253052,59
0.9947137713432312,0.0031929046381264925,0.0012014846550300717,0.0005248346365988255,0.0003670262231025845,60
0.917629873752594,0.07691249251365662,0.0027001787442713977,0.0016779237892478704,0.0010795528069138527,61
0.12677933573722838,0.7711438536643982,0.06875802204012871,0.02715693283826113,0.0061618884094059466,62
0.6128977358341217,0.3558912634849548,0.024223875999450684,0.0042908436618745325,0.00269627645611763,63
0.4517921194434166,0.26366977095603944,0.26217931807041167,0.020483598858118058,0.001875202963128686,64
0.002655055606737733,0.005844237376004457,0.011933212913572789,0.21917548179626464,0.7603920221328735,65
0.9944414377212525,0.0039156187325716015,0.0009224410285241901,0.00041238177800551057,0.0003081668575759977,66
0.004887255886569619,0.010135682020336389,0.025553664192557335,0.9119761824607849,0.047447226196527484,67
0.02354571782052517,0.7678629636764527,0.2020423859357834,0.004991261009126902,0.0015576530247926712,68
