P_None,P_Low,P_Med,P_High,P_VeryHigh,RowId
0.9999035932508915,8.655526398066738e-05,5.5255234740691874e-06,4.192882111169009e-06,1.330795424474546e-07,1
0.004068325521101805,0.29225424914712667,0.6988150556465639,0.00483842347118159,2.3946214026050447e-05,2
0.999864723585987,0.00011992025538669248,1.2823629223353747e-05,2.065178282301172e-06,4.6735112049695423e-07,3
4.210919471331811e-05,0.0001266132971554326,0.11516180520063299,0.8846658668250846,3.605482413705676e-06,4
0.0333866323652706,0.8002219691413822,0.1661107830675231,0.00021016617996044533,7.04492458636094e-05,5
9.555437348901837e-05,0.010876284435409455,0.9831246594762462,0.005900736312946348,2.765401909063014e-06,6
0.007177108626256715,0.0443472786984174,0.9384371802861244,0.009791720497752896,0.0002467118914486097,7
0.00013670552036415122,0.03960436590684692,0.9509777323361523,0.009276886896125571,4.3093405110532424e-06,8
0.40862231080181105,0.5779237339795481,0.01249590503899952,0.00037821505018818363,0.0005798351294531458,9
0.0003310337252595748,0.018685783826497993,0.9755202282675406,0.005452802407800239,1.0151772901502927e-05,10
0.9714400878814162,0.02835354676067442,0.00014747587122096293,5.588186449538033e-05,3.0076221928855334e-06,11
0.9998128384845112,0.00014977594514859835,2.6675816418206858e-05,1.0350490481688888e-05,3.592634403378748e-07,12
0.0001218876223746642,0.0033179696918576077,0.9600367606257274,0.03650363917934588,1.9742880694533632e-05,13
5.420199713772404e-05,0.00013596624483891762,0.06036073031472179,0.9394466763738325,2.425069469082158e-06,14
0.00048793751864815803,0.0012313401984308408,0.322469099768644,0.675776799575248,3.48229390288764e-05,15
4.029951195356841e-05,0.00012179751114155694,0.03958352076666048,0.9599567493399153,0.00029763287032919943,16
0.8951505752911613,0.10412835825871265,0.0006258250487097992,7.766732962283273e-05,1.757407179339009e-05,17
4.952140173743976e-05,0.0001802361293881906,0.07111982527077336,0.928581723672548,6.869352555303898e-05,18
0.0031430679167556695,0.35335471938021573,0.6415687868737081,0.0019192193820225293,1.4206447297815116e-05,19
0.9591655123486771,0.03991280129484502,0.0008108202140814813,7.923605322077471e-05,3.163008917572993e-05,20
0.9994353428746839,0.0005389790331893076,2.2122458350916933e-05,2.875343736875304e-06,6.802900388883298e-07,21
0.5681581408774231,0.42815748136074827,0.0036146996647025685,6.070400437998072e-05,8.974092745939966e-06,22
0.01349919092704833,0.6016633849265256,0.38392272323115517,0.0008268546377356194,8.784627753521818e-05,23
0.9996930325521186,0.0002949244293252215,1.0474583104903899e-05,1.5254175896349304e-06,4.301786156046919e-08,24
6.738843381872522e-05,0.005806563211338623,0.980215222806707,0.013908006198735515,2.8193494002868857e-06,25
0.00045598741131214264,0.007403674035694664,0.9632950980143749,0.028760481216576223,8.475932204210856e-05,26
2.2531734782546614e-05,8.60800803603988e-05,0.13579722430454327,0.864072570804715,2.159307559872612e-05,27
0.9997267495176496,0.0002620972613164746,8.654435479909996e-06,1.412488475911512e-06,1.0862970780809046e-06,28
0.9998911928503176,9.8778987664732e-05,9.16237873185676e-06,7.221450992573968e-07,1.4363818648267221e-07,29
0.0001673345843729015,0.0003137194077183523,0.00566833558816799,0.9927959458241238,0.0010546645956168513,30
0.6824869781984407,0.31087858191123413,0.005920782925603507,0.0005867176408998143,0.00012693932382179716,31
0.03142235339307854,0.6613669371511536,0.3062773851189239,0.000924136614029865,9.187722814088567e-06,32
5.312788918004967e-05,0.0002246169476105071,0.0014487776342298469,0.08841166880856803,0.9098618087204116,33
0.0016929928936326329,0.21741471755289368,0.776679004089983,0.004205081215955066,8.204247535555518e-06,34
0.5470882987280756,0.30256661072648977,0.14912578643375946,0.001116709819908987,0.0001025942917661514,35
0.21002434840366888,0.7705908070623766,0.01886320165433191,0.0005182000220929663,3.4428575296577652e-06,36
0.0007265674297205125,0.1756163074851735,0.8044146631221633,0.019226855050742783,1.5606912199926102e-05,37
1.9072976740406105e-05,2.561221986364871e-05,0.039358297336966594,0.9605891494154744,7.868050954937969e-06,38
6.664447411309395e-05,0.00017065432839626654,0.21738681647086627,0.7823339467417803,4.193798484411522e-05,39
0.9997817179631763,0.00019828034801447732,1.5501247783174437e-05,3.310330189906913e-06,1.1901108361105625e-06,40
0.8717792709481141,0.1269091301897602,0.0012371866164264135,5.174359601593586e-05,2.2668649683334187e-05,41
0.9998668567242597,0.00012432933358991452,7.629789458667012e-06,1.0209790056001072e-06,1.6317368611662326e-07,42
8.215325040381534e-05,0.0002658487917929245,0.42811528954263756,0.5715073345610294,2.937385413629961e-05,43
2.1133250716604886e-05,5.0008166604373004e-05,0.0007121878712187526,0.3747925918751201,0.6244240788363402,44
2.540990220066569e-05,0.00010066000870973476,0.01794254730675791,0.97949763193627,0.002433750846061655,45
0.0050249117599654725,0.660034830889143,0.33061803427401193,0.004304563343949851,1.7659732929777238e-05,46
0.00027728589701797785,0.30919354602811944,0.6896832922371885,0.0008443203375109729,1.5555001630279644e-06,47
0.5986357955989886,0.36515418202966754,0.03583974406293625,0.00034089322263806797,2.938508576954802e-05,48
0.0010060871064864782,0.5146426037641965,0.48321667734221024,0.001129687283139161,4.944503967516872e-06,49
0.3163142966319631,0.6803186101267008,0.0032437138334544284,0.00011410628042346884,9.273127458239151e-06,50
0.0013942449486446743,0.12031006091487631,0.7812877156679129,0.09698240178472899,2.5576683837177904e-05,51
0.00010079731016669807,0.01084235255803974,0.9878446051491565,0.0012114221579292458,8.228247078112652e-07,52
0.0003518073955481492,0.000744546369502873,0.44468743355601453,0.5540010790171117,0.00021513366182261128,53
0.00012156629662409017,0.0010144430274431928,0.8130309505513555,0.1857862905892782,4.674953529904913e-05,54
0.9432821255264402,0.056169790993693035,0.0005122039862683431,3.095180760190619e-05,4.927685996515174e-06,55
7.034581862636413e-05,0.00015447034691700785,0.04096534144998154,0.8017701244860934,0.15703971789838184,56
2.2397346884426486e-05,1.9044167949647746e-05,0.002848575950531701,0.012588155299345167,0.9845218272352891,57
4.594876479685189e-05,7.838555500887411e-05,0.006734865550835141,0.9930075205878609,0.0001332795414982283,58
0.00021785648907661037,0.00046587891590411923,0.005480367878655729,0.9423511264646042,0.051484770251759314,59
0.9999140381478338,6.150016890611245e-05,2.177698193340613e-05,1.9391900805553267e-06,7.455112461974252e-07,60
0.9858070132836136,0.014049388033327198,0.00011610027325259986,2.3522768811000586e-05,3.975640995677545e-06,61
0.021868355976138225,0.9557565261470214,0.021464950001462993,0.0006408904186413578,0.000269277456735986,62
0.43966096009033323,0.5561552997453546,0.003856464648554477,0.00031996388141182887,7.311634345782705e-06,63
0.7480512208798394,0.1599327256689535,0.08825437066547971,0.0037548694995470167,6.813286180270704e-06,64
1.143756550972228e-05,3.612877540917996e-05,0.0004647652223709733,0.04336095543556669,0.9561267130011434,65
0.9998409606991012,0.00014681409881324258,1.1051142136281069e-05,9.470753217993843e-07,2.2698462757401468e-07,66
0.0001750758263656084,0.00039700248469110315,0.005991344221210625,0.9924391723183487,0.0009974051493841104,67
0.0023193449903960157,0.8712464380856906,0.12620972076375994,0.00022273762215631676,1.758537997058766e-06,68
2.2333180560581675e-05,8.18421636692327e-05,0.042986433173658294,0.9568628557261285,4.6535755983471245e-05,69
0.00025022310361092154,0.0007622223433418474,0.013725255176849041,0.9835928649698902,0.0016694344063080588,70
0.9998690529175163,0.0001196679156472376,9.451321454680658e-06,1.5163084689497897e-06,3.115369130070209e-07,71
0.0002486560073947541,0.002657013069795405,0.9526238684044117,0.04446786989876834,2.592619629760872e-06,72
0.00026925528966062885,0.024055237712959098,0.9733919753629227,0.0022591151607451896,2.441647371245118e-05,73
