Class_0,Class_1,Class_2,Class_3,Class_4
0.027405977249145508,0.22837120294570923,0.541893720626831,0.13563556969165802,0.06669353693723679
0.006473151501268148,0.020552463829517365,0.20453369617462158,0.687309741973877,0.08113088458776474
0.00593967130407691,0.03951306268572807,0.4822632074356079,0.4142046272754669,0.05807938799262047
0.005939914379268885,0.012072036974132061,0.22134648263454437,0.6965177655220032,0.06412377208471298
0.0076974062249064445,0.019253017380833626,0.11245277523994446,0.6027045845985413,0.2578922510147095
0.07777049392461777,0.36985185742378235,0.34988850355148315,0.11722371727228165,0.08526536822319031
0.5443488359451294,0.2967672049999237,0.03696412593126297,0.04077025130391121,0.08114956319332123
0.07667756080627441,0.7576231360435486,0.08010973781347275,0.018596557900309563,0.06699292361736298
0.05645537003874779,0.6914599537849426,0.17942631244659424,0.015850679948925972,0.05680771544575691
0.13707667589187622,0.6588165163993835,0.11536354571580887,0.01839214749634266,0.07035115361213684
0.024489035829901695,0.3543924391269684,0.5133232474327087,0.044567085802555084,0.06322826445102692
0.17314857244491577,0.5930736660957336,0.13441091775894165,0.035751793533563614,0.06361503154039383
0.4252966046333313,0.3936091959476471,0.05500097572803497,0.03761382773518562,0.0884794145822525
0.013114124536514282,0.10986711829900742,0.685050368309021,0.13189342617988586,0.060074977576732635
0.1816949099302292,0.5921651721000671,0.11955650895833969,0.04395396634936333,0.0626293420791626
0.4642579257488251,0.38099992275238037,0.03837142884731293,0.04327046126127243,0.07310021668672562
0.2679351270198822,0.5471600294113159,0.06256324052810669,0.05181051418185234,0.07053117454051971
0.6258882284164429,0.237516388297081,0.020235292613506317,0.04243762791156769,0.07392240315675735
0.5142422318458557,0.3466520607471466,0.02838199958205223,0.03516671061515808,0.07555708289146423
0.07655379176139832,0.7623076438903809,0.09488281607627869,0.012238097377121449,0.0540175661444664
0.57062166929245,0.296088844537735,0.027660276740789413,0.031025441363453865,0.07460376620292664
0.48701196908950806,0.3658893406391144,0.03165873885154724,0.03973003476858139,0.07570990920066833
0.004785624798387289,0.03208861127495766,0.3989628851413727,0.4916093051433563,0.07255357503890991
0.011298883706331253,0.03854336589574814,0.29893311858177185,0.5715695023536682,0.07965514063835144
0.0035415792372077703,0.006850452162325382,0.006283408962190151,0.31955063343048096,0.6637739539146423
0.014284963719546795,0.05553676187992096,0.35547658801078796,0.49331536889076233,0.08138636499643326
0.008763163350522518,0.16175563633441925,0.6738304495811462,0.10797812044620514,0.04767267405986786
0.0003107533557340503,0.0008816071203909814,0.029761265963315964,0.9246219992637634,0.044424377381801605
0.5009463429450989,0.3440762162208557,0.041315414011478424,0.03321049362421036,0.08045149594545364
0.005726538132876158,0.058807771652936935,0.586044430732727,0.28977781534194946,0.05964339151978493
0.04943281039595604,0.7661160230636597,0.12191146612167358,0.012472756206989288,0.05006687715649605
0.09334848821163177,0.3861240744590759,0.3489516079425812,0.09928523004055023,0.07229064404964447
0.4904901683330536,0.3261018395423889,0.05285457521677017,0.04979204759001732,0.08076146990060806
0.6015280485153198,0.2315870225429535,0.03532843664288521,0.04522101953625679,0.0863354355096817
0.10523485392332077,0.5458205938339233,0.23386405408382416,0.0517929270863533,0.06328748166561127
0.03563030809164047,0.6989441514015198,0.20169934630393982,0.011696463450789452,0.052029747515916824
0.6174821257591248,0.24066384136676788,0.022392071783542633,0.04518626257777214,0.07427571713924408
0.7110299468040466,0.16632682085037231,0.013341064564883709,0.030320513993501663,0.0789816677570343
0.015346064232289791,0.11116868257522583,0.6790501475334167,0.14412648975849152,0.05030854791402817
0.6614750027656555,0.17702749371528625,0.025337396189570427,0.043227195739746094,0.09293300658464432
0.6122034788131714,0.251137375831604,0.024881504476070404,0.034111522138118744,0.07766620069742203
0.00034788460470736027,0.0007832582923583686,0.0003155752783641219,0.04520157352089882,0.9533516764640808
0.008769601583480835,0.03564336523413658,0.30233392119407654,0.5601601600646973,0.09309293329715729
0.01703403703868389,0.4659547805786133,0.43894046545028687,0.024695664644241333,0.053375113755464554
0.009293128736317158,0.017117759212851524,0.042787279933691025,0.6620473265647888,0.2687544822692871
0.6409077644348145,0.1834341287612915,0.0306907519698143,0.04935438185930252,0.09561296552419662
0.6189448833465576,0.21885760128498077,0.025506148114800453,0.04370652139186859,0.09298482537269592
0.005181434564292431,0.03158944845199585,0.36770349740982056,0.5171051025390625,0.07842051237821579
0.001716173137538135,0.002468307502567768,0.0014894879423081875,0.07222650200128555,0.9220995306968689
0.041276585310697556,0.3787967562675476,0.4508049488067627,0.07839248329401016,0.05072927102446556
0.6195598244667053,0.2274135947227478,0.023184919729828835,0.04152130335569382,0.08832042664289474
0.13545052707195282,0.6639176607131958,0.11615931987762451,0.022518767043948174,0.06195372715592384
0.054995618760585785,0.3301469683647156,0.46562474966049194,0.08709269016981125,0.06213998422026634
0.007526152767241001,0.16285043954849243,0.7195284366607666,0.06374327838420868,0.046351682394742966
0.7750149965286255,0.11695686727762222,0.006999420002102852,0.03163627162575722,0.06939242035150528
0.4932851493358612,0.32771265506744385,0.048516206443309784,0.04921992868185043,0.08126607537269592
0.0020479841623455286,0.0028352723456919193,0.0022965772077441216,0.09487767517566681,0.8979424238204956
0.4828853905200958,0.3494236171245575,0.04805547371506691,0.03967757523059845,0.07995793968439102
0.6779112815856934,0.16902180016040802,0.02179958112537861,0.04307262599468231,0.08819475024938583
0.007470053620636463,0.1568836271762848,0.7263662815093994,0.06658700853586197,0.04269307106733322
0.6321102380752563,0.23200203478336334,0.02004188299179077,0.039634305983781815,0.07621153444051743
0.008286924101412296,0.013602289371192455,0.0182013101875782,0.35149064660072327,0.6084187626838684
0.7041805982589722,0.15499557554721832,0.013442975468933582,0.038336317986249924,0.08904453366994858
0.003078826004639268,0.008421751670539379,0.039633918553590775,0.8730910420417786,0.07577455043792725
0.005466881673783064,0.015711983665823936,0.12787196040153503,0.7330644726753235,0.11788474023342133
0.011120717972517014,0.21291454136371613,0.6716495752334595,0.05643875524401665,0.04787643626332283
0.17305639386177063,0.6663732528686523,0.07796645909547806,0.01799754425883293,0.06460642069578171
0.5603809952735901,0.2902354300022125,0.028614014387130737,0.04202648997306824,0.07874302566051483
0.2624322175979614,0.5674883127212524,0.08403421938419342,0.02689966931939125,0.05914557725191116
0.31900814175605774,0.47442424297332764,0.07808955013751984,0.039580151438713074,0.08889781683683395
0.48772984743118286,0.35675153136253357,0.0360088087618351,0.040029387921094894,0.07948040217161179
0.007160722278058529,0.021335868164896965,0.13637956976890564,0.705922544002533,0.129201278090477
0.014482335187494755,0.13839295506477356,0.5854668021202087,0.19190281629562378,0.06975509971380234
0.00550567964091897,0.00902444589883089,0.1780831217765808,0.7388973236083984,0.06848940253257751
0.31081220507621765,0.5288057327270508,0.06508926302194595,0.022660166025161743,0.07263262569904327
0.6842166781425476,0.1900133639574051,0.016347935423254967,0.029633093625307083,0.07978887856006622
0.01333613134920597,0.03778579458594322,0.13375914096832275,0.6160672307014465,0.19905167818069458
0.5224465131759644,0.3231322765350342,0.03849329054355621,0.03425567224621773,0.08167217671871185
0.0043366472236812115,0.017924755811691284,0.2725723683834076,0.6225776672363281,0.08258860558271408
0.007837822660803795,0.07085589319467545,0.57780522108078,0.2889106273651123,0.054590411484241486
0.005120391957461834,0.010985919274389744,0.12494901567697525,0.7189981341362,0.13994650542736053
0.49508485198020935,0.3269108831882477,0.04886205121874809,0.04534788429737091,0.08379426598548889
0.03266328573226929,0.33839669823646545,0.4563111960887909,0.09867769479751587,0.07395114749670029
0.10898949950933456,0.40037235617637634,0.37374451756477356,0.05439785122871399,0.06249570474028587
0.008821981959044933,0.05876902863383293,0.5187911987304688,0.3596060574054718,0.054011743515729904
0.0025977911427617073,0.003774803364649415,0.01467088982462883,0.6485921144485474,0.3303644061088562
0.5561599731445312,0.291042685508728,0.034378744661808014,0.03685291111469269,0.08156552910804749
0.59466952085495,0.23370912671089172,0.03277529776096344,0.05181766301393509,0.0870283842086792
0.5693237781524658,0.2900840938091278,0.025567177683115005,0.04023637995123863,0.07478860765695572
0.6021260619163513,0.22334247827529907,0.03779355436563492,0.04823844134807587,0.08849946409463882
0.5563471913337708,0.2647138237953186,0.04566109552979469,0.04975474998354912,0.08352309465408325
0.01079527847468853,0.02759997360408306,0.08328411728143692,0.6251052618026733,0.25321537256240845
0.02019507996737957,0.4554779827594757,0.4445819854736328,0.03421306982636452,0.04553179070353508
0.01944032683968544,0.5241407752037048,0.38785549998283386,0.01891467534005642,0.049648694694042206
0.606224000453949,0.22516243159770966,0.03143096715211868,0.04475073888897896,0.09243186563253403
0.5568445920944214,0.2976844310760498,0.033129896968603134,0.03556874021887779,0.07677231729030609
0.5684931874275208,0.30551254749298096,0.026164542883634567,0.028274236246943474,0.07155545055866241
0.6498634815216064,0.1873984932899475,0.024863924831151962,0.04781666398048401,0.09005747735500336
0.01868385076522827,0.08002154529094696,0.4647449851036072,0.3559449315071106,0.08060472458600998
0.6451699733734131,0.2005912810564041,0.02358504943549633,0.04408295452594757,0.0865706279873848
0.04446813091635704,0.5517153739929199,0.3190344274044037,0.03570585325360298,0.0490761399269104
0.006993152666836977,0.13376878201961517,0.7083110809326172,0.10856881737709045,0.04235810413956642
0.5942349433898926,0.26801806688308716,0.026310913264751434,0.03569861501455307,0.07573740929365158
0.08213045448064804,0.7450894713401794,0.1073279157280922,0.013199703767895699,0.05225241184234619
0.15213380753993988,0.6447537541389465,0.11253336817026138,0.02265475131571293,0.06792434304952621
0.004982797894626856,0.014078324660658836,0.09897798299789429,0.7615131735801697,0.12044781446456909
0.004388521891087294,0.007107274141162634,0.036829933524131775,0.5532127022743225,0.39846161007881165
0.007526671979576349,0.015511560253798962,0.2713627219200134,0.6452178955078125,0.06038115918636322
0.06993409991264343,0.6083598732948303,0.23891176283359528,0.03525003790855408,0.04754418879747391
0.013225344009697437,0.18132460117340088,0.6973641514778137,0.058591749519109726,0.04949411377310753
0.36209699511528015,0.474355012178421,0.05676422640681267,0.03469954803586006,0.07208423316478729
0.004025253467261791,0.00470650102943182,0.0512080080807209,0.7487503290176392,0.191309854388237
